1,1
1,2
2,3
2,4
3,5
3,6
3,7
3,8
4,9
4,10
4,11
5,12
5,13
5,14
6,15
6,16
6,17
6,18
7,19
7,20
7,21
8,22
9,23
9,24
10,25
11,26
11,27
12,28
12,29
12,30
13,31
13,32
13,33
13,34
14,35
14,36
14,37
14,38
15,39
15,40
15,41
16,42
16,43
16,44
17,45
17,46
18,47
18,48
18,49
18,50
19,51
19,52
19,53
19,54
20,55
20,56
20,57
20,58
21,59
21,60
22,61
22,62
22,63
23,64
24,65
24,66
24,67
24,68
25,69
26,70
26,71
26,72
27,73
27,74
27,75
28,76
28,77
29,78
30,79
30,80
31,81
31,82
31,83
31,84
32,85
32,86
32,87
33,88
33,89
33,90
34,91
34,92
34,93
34,94
35,95
35,96
35,97
35,98
36,99
36,100
36,101
37,102
37,103
37,104
38,105
38,106
38,107
39,108
39,109
39,110
40,111
40,112
40,113
41,114
41,115
41,116
41,117
42,118
42,119
42,120
43,121
44,122
45,123
45,124
45,125
46,126
46,127
46,128
47,129
47,130
47,131
48,132
48,133
48,134
48,135
49,136
49,137
49,138
49,139
50,140
50,141
51,142
51,143
51,144
51,145
52,146
52,147
52,148
52,149
53,150
53,151
54,152
55,153
56,154
56,155
57,156
57,157
57,158
58,159
59,160
59,161
59,162
59,163
60,164
60,165
61,166
62,167
62,168
63,169
63,170
63,171
63,172
64,173
64,174
64,175
64,176
65,177
65,178
65,179
65,180
66,181
66,182
67,183
67,184
67,185
68,186
69,187
69,188
70,189
70,190
71,191
72,192
73,193
73,194
73,195
74,196
75,197
75,198
75,199
75,200
76,201
76,202
77,203
77,204
78,205
78,206
79,207
80,208
80,209
80,210
81,211
82,212
82,213
82,214
82,215
83,216
83,217
84,218
84,219
84,220
85,221
85,222
86,223
86,224
86,225
87,226
87,227
88,228
88,229
88,230
89,231
90,232
90,233
91,234
91,235
91,236
92,237
92,238
92,239
92,240
93,241
93,242
93,243
94,244
94,245
94,246
94,247
95,248
95,249
96,250
96,251
96,252
96,253
97,254
97,255
97,256
97,257
98,258
98,259
99,260
99,261
99,262
99,263
100,264
100,265
101,266
101,267
101,268
101,269
102,270
102,271
102,272
102,273
103,274
103,275
103,276
103,277
104,278
104,279
104,280
105,281
105,282
105,283
105,284
106,285
106,286
106,287
107,288
107,289
108,290
108,291
109,292
109,293
110,294
110,295
110,296
111,297
111,298
112,299
113,300
113,301
114,302
114,303
115,304
115,305
115,306
115,307
116,308
116,309
117,310
117,311
117,312
117,313
118,314
119,315
119,316
119,317
119,318
120,319
120,320
120,321
120,322
121,323
121,324
121,325
121,326
122,327
123,328
123,329
123,330
124,331
125,332
126,333
127,334
127,335
127,336
128,337
129,338
129,339
130,340
131,341
131,342
132,343
132,344
132,345
133,346
133,347
134,348
134,349
134,350
134,351
135,352
135,353
135,354
135,355
136,356
136,357
136,358
136,359
137,360
137,361
137,362
137,363
138,364
138,365
138,366
139,367
139,368
139,369
139,370
140,371
140,372
141,373
141,374
142,375
142,376
142,377
142,378
143,379
143,380
143,381
144,382
144,383
145,384
145,385
145,386
146,387
146,388
147,389
147,390
147,391
148,392
148,393
148,394
148,395
149,396
149,397
150,398
150,399
150,400
151,401
151,402
151,403
152,404
152,405
152,406
153,407
153,408
154,409
154,410
154,411
154,412
155,413
155,414
155,415
155,416
156,417
156,418
157,419
157,420
157,421
157,422
158,423
158,424
159,425
159,426
159,427
160,428
160,429
160,430
161,431
161,432
161,433
161,434
162,435
163,436
163,437
163,438
163,439
164,440
164,441
165,442
165,443
165,444
165,445
166,446
166,447
166,448
167,449
167,450
167,451
168,452
169,453
169,454
169,455
170,456
170,457
170,458
170,459
171,460
171,461
172,462
172,463
172,464
172,465
173,466
173,467
173,468
174,469
174,470
174,471
174,472
175,473
175,474
175,475
176,476
176,477
176,478
177,479
177,480
178,481
178,482
178,483
179,484
179,485
179,486
180,487
180,488
180,489
180,490
181,491
181,492
181,493
182,494
182,495
182,496
182,497
183,498
183,499
183,500
184,501
184,502
185,503
185,504
186,505
186,506
187,507
187,508
188,509
188,510
189,511
189,512
189,513
189,514
190,515
190,516
190,517
191,518
192,519
192,520
193,521
194,522
194,523
194,524
195,525
196,526
196,527
197,528
197,529
197,530
198,531
199,532
200,533
200,534
200,535
201,536
201,537
201,538
201,539
202,540
202,541
202,542
203,543
203,544
203,545
203,546
204,547
204,548
205,549
205,550
205,551
206,552
206,553
206,554
206,555
207,556
208,557
208,558
209,559
209,560
210,561
210,562
210,563
211,564
212,565
212,566
213,567
213,568
213,569
214,570
214,571
214,572
215,573
215,574
215,575
215,576
216,577
217,578
217,579
217,580
217,581
218,582
218,583
218,584
218,585
219,586
220,587
220,588
220,589
221,590
222,591
222,592
223,593
223,594
223,595
224,596
224,597
225,598
225,599
225,600
225,601
226,602
226,603
226,604
227,605
227,606
227,607
228,608
228,609
229,610
229,611
230,612
230,613
230,614
230,615
231,616
231,617
231,618
232,619
232,620
233,621
233,622
233,623
234,624
234,625
234,626
235,627
235,628
236,629
237,630
237,631
237,632
238,633
238,634
238,635
238,636
239,637
239,638
239,639
240,640
241,641
241,642
241,643
241,644
242,645
242,646
242,647
242,648
243,649
243,650
243,651
243,652
244,653
244,654
244,655
245,656
245,657
246,658
246,659
246,660
247,661
247,662
247,663
248,664
248,665
248,666
248,667
249,668
249,669
250,670
250,671
250,672
251,673
251,674
252,675
252,676
253,677
253,678
253,679
253,680
254,681
254,682
255,683
255,684
255,685
255,686
256,687
257,688
257,689
258,690
258,691
258,692
259,693
260,694
260,695
260,696
260,697
261,698
261,699
262,700
262,701
262,702
262,703
263,704
263,705
263,706
263,707
264,708
264,709
264,710
265,711
265,712
265,713
266,714
266,715
267,716
267,717
267,718
267,719
268,720
269,721
269,722
269,723
270,724
270,725
270,726
270,727
271,728
271,729
272,730
272,731
273,732
273,733
273,734
273,735
274,736
274,737
274,738
275,739
275,740
276,741
277,742
277,743
277,744
278,745
278,746
278,747
278,748
279,749
279,750
279,751
279,752
280,753
280,754
280,755
281,756
282,757
282,758
282,759
282,760
283,761
283,762
284,763
284,764
284,765
284,766
285,767
285,768
285,769
286,770
286,771
286,772
287,773
287,774
287,775
287,776
288,777
288,778
288,779
289,780
289,781
290,782
290,783
291,784
291,785
291,786
291,787
292,788
292,789
292,790
293,791
293,792
293,793
293,794
294,795
294,796
294,797
294,798
295,799
296,800
296,801
297,802
297,803
297,804
297,805
298,806
298,807
298,808
298,809
299,810
299,811
299,812
300,813
300,814
300,815
301,816
301,817
302,818
303,819
303,820
303,821
304,822
304,823
304,824
304,825
305,826
305,827
306,828
306,829
306,830
306,831
307,832
307,833
308,834
308,835
309,836
309,837
309,838
309,839
310,840
311,841
311,842
311,843
312,844
312,845
312,846
312,847
313,848
313,849
314,850
314,851
314,852
315,853
315,854
315,855
315,856
316,857
316,858
316,859
317,860
317,861
317,862
318,863
318,864
319,865
319,866
320,867
320,868
320,869
321,870
321,871
321,872
322,873
322,874
322,875
323,876
323,877
323,878
323,879
324,880
325,881
325,882
325,883
326,884
327,885
327,886
327,887
327,888
328,889
328,890
328,891
329,892
329,893
329,894
330,895
331,896
332,897
332,898
332,899
333,900
333,901
333,902
334,903
334,904
334,905
334,906
335,907
335,908
335,909
336,910
336,911
336,912
337,913
337,914
337,915
338,916
338,917
338,918
338,919
339,920
340,921
340,922
341,923
341,924
342,925
342,926
343,927
343,928
343,929
344,930
345,931
345,932
345,933
346,934
346,935
346,936
346,937
347,938
347,939
347,940
347,941
348,942
348,943
348,944
349,945
349,946
349,947
349,948
350,949
350,950
351,951
351,952
352,953
352,954
353,955
353,956
354,957
354,958
354,959
354,960
355,961
355,962
355,963
356,964
356,965
357,966
357,967
358,968
358,969
358,970
358,971
359,972
360,973
360,974
360,975
360,976
361,977
361,978
361,979
362,980
363,981
363,982
363,983
363,984
364,985
364,986
364,987
365,988
366,989
366,990
366,991
367,992
367,993
367,994
367,995
368,996
368,997
368,998
368,999
369,1000
369,1001
370,1002
370,1003
370,1004
371,1005
371,1006
371,1007
371,1008
372,1009
372,1010
372,1011
373,1012
373,1013
373,1014
374,1015
374,1016
374,1017
374,1018
375,1019
375,1020
375,1021
376,1022
376,1023
376,1024
377,1025
378,1026
378,1027
378,1028
378,1029
379,1030
379,1031
379,1032
380,1033
380,1034
381,1035
382,1036
382,1037
382,1038
383,1039
383,1040
383,1041
384,1042
385,1043
385,1044
385,1045
386,1046
386,1047
386,1048
386,1049
387,1050
387,1051
387,1052
387,1053
388,1054
389,1055
390,1056
390,1057
390,1058
391,1059
391,1060
391,1061
391,1062
392,1063
392,1064
392,1065
392,1066
393,1067
394,1068
394,1069
395,1070
395,1071
395,1072
395,1073
396,1074
397,1075
397,1076
397,1077
398,1078
398,1079
398,1080
399,1081
399,1082
399,1083
399,1084
400,1085
400,1086
401,1087
402,1088
402,1089
402,1090
402,1091
403,1092
403,1093
403,1094
404,1095
404,1096
404,1097
404,1098
405,1099
405,1100
406,1101
406,1102
406,1103
407,1104
407,1105
407,1106
407,1107
408,1108
408,1109
409,1110
409,1111
410,1112
410,1113
410,1114
410,1115
411,1116
411,1117
411,1118
411,1119
412,1120
412,1121
412,1122
412,1123
413,1124
414,1125
414,1126
415,1127
415,1128
415,1129
415,1130
416,1131
416,1132
417,1133
418,1134
418,1135
419,1136
419,1137
419,1138
419,1139
420,1140
420,1141
421,1142
421,1143
421,1144
422,1145
422,1146
423,1147
423,1148
424,1149
424,1150
424,1151
425,1152
425,1153
426,1154
427,1155
428,1156
428,1157
429,1158
429,1159
429,1160
430,1161
431,1162
431,1163
431,1164
431,1165
432,1166
432,1167
432,1168
433,1169
433,1170
434,1171
434,1172
434,1173
435,1174
435,1175
435,1176
436,1177
437,1178
438,1179
438,1180
438,1181
438,1182
439,1183
439,1184
440,1185
440,1186
440,1187
441,1188
441,1189
441,1190
442,1191
442,1192
443,1193
443,1194
443,1195
443,1196
444,1197
445,1198
445,1199
446,1200
446,1201
447,1202
447,1203
447,1204
448,1205
449,1206
449,1207
449,1208
450,1209
450,1210
451,1211
452,1212
452,1213
452,1214
452,1215
453,1216
453,1217
453,1218
454,1219
454,1220
454,1221
455,1222
455,1223
455,1224
456,1225
456,1226
457,1227
458,1228
458,1229
459,1230
459,1231
459,1232
460,1233
460,1234
461,1235
461,1236
461,1237
461,1238
462,1239
463,1240
463,1241
463,1242
463,1243
464,1244
464,1245
464,1246
464,1247
465,1248
465,1249
465,1250
466,1251
466,1252
466,1253
467,1254
468,1255
468,1256
468,1257
469,1258
470,1259
470,1260
470,1261
471,1262
472,1263
472,1264
473,1265
473,1266
473,1267
474,1268
474,1269
474,1270
474,1271
475,1272
475,1273
476,1274
476,1275
476,1276
476,1277
477,1278
477,1279
478,1280
478,1281
479,1282
479,1283
479,1284
480,1285
480,1286
481,1287
481,1288
482,1289
483,1290
484,1291
484,1292
485,1293
486,1294
486,1295
486,1296
487,1297
487,1298
488,1299
488,1300
488,1301
489,1302
489,1303
489,1304
490,1305
490,1306
490,1307
490,1308
491,1309
491,1310
492,1311
492,1312
493,1313
494,1314
495,1315
495,1316
495,1317
495,1318
496,1319
496,1320
497,1321
497,1322
497,1323
498,1324
498,1325
498,1326
499,1327
500,1328
500,1329
501,1330
502,1331
502,1332
502,1333
502,1334
503,1335
503,1336
504,1337
504,1338
505,1339
505,1340
505,1341
506,1342
507,1343
507,1344
507,1345
507,1346
508,1347
508,1348
508,1349
508,1350
509,1351
510,1352
510,1353
510,1354
511,1355
511,1356
511,1357
511,1358
512,1359
512,1360
512,1361
513,1362
513,1363
513,1364
513,1365
514,1366
514,1367
514,1368
514,1369
515,1370
515,1371
515,1372
516,1373
516,1374
516,1375
517,1376
517,1377
518,1378
518,1379
519,1380
519,1381
519,1382
519,1383
520,1384
520,1385
521,1386
522,1387
522,1388
522,1389
522,1390
523,1391
524,1392
525,1393
525,1394
525,1395
526,1396
526,1397
526,1398
527,1399
528,1400
528,1401
528,1402
529,1403
530,1404
530,1405
531,1406
531,1407
532,1408
532,1409
532,1410
532,1411
533,1412
534,1413
534,1414
534,1415
535,1416
535,1417
536,1418
536,1419
536,1420
536,1421
537,1422
538,1423
538,1424
538,1425
539,1426
539,1427
539,1428
539,1429
540,1430
540,1431
541,1432
541,1433
541,1434
542,1435
542,1436
542,1437
542,1438
543,1439
544,1440
544,1441
544,1442
545,1443
545,1444
546,1445
546,1446
547,1447
547,1448
547,1449
547,1450
548,1451
548,1452
548,1453
549,1454
549,1455
549,1456
550,1457
550,1458
550,1459
551,1460
551,1461
551,1462
552,1463
552,1464
553,1465
554,1466
554,1467
554,1468
554,1469
555,1470
555,1471
555,1472
555,1473
556,1474
556,1475
556,1476
557,1477
557,1478
557,1479
557,1480
558,1481
559,1482
560,1483
560,1484
561,1485
561,1486
561,1487
562,1488
562,1489
562,1490
562,1491
563,1492
563,1493
563,1494
563,1495
564,1496
564,1497
564,1498
565,1499
565,1500
565,1501
565,1502
566,1503
566,1504
566,1505
566,1506
567,1507
567,1508
568,1509
568,1510
