1,3
1,20
2,5
2,11
3,16
3,11
3,8
4,6
4,9
4,13
5,2
6,13
6,8
6,16
7,5
8,8
8,8
8,15
9,8
9,14
9,6
10,12
10,6
10,14
11,3
12,5
12,17
13,17
14,12
15,7
15,11
15,12
16,20
16,17
16,15
17,4
17,6
17,13
18,5
18,12
19,7
19,18
20,12
20,18
20,3
21,19
21,13
21,5
22,3
22,6
23,9
23,7
23,15
24,15
24,18
25,19
25,5
26,18
26,3
27,19
27,12
27,18
28,13
28,12
28,7
29,14
29,10
29,1
30,8
31,10
31,14
32,16
33,14
34,15
34,13
35,9
36,11
36,20
36,11
37,7
38,8
38,7
38,18
39,1
39,17
40,15
40,5
41,5
42,4
42,13
43,7
43,10
43,14
44,1
44,5
45,9
46,6
47,19
47,5
47,19
48,20
48,11
49,9
50,8
50,1
51,8
51,6
52,7
52,3
53,6
53,14
53,18
54,16
54,15
55,7
55,13
56,5
56,2
57,8
58,7
58,12
59,20
59,3
60,13
60,10
60,14
61,18
61,16
61,13
62,15
63,3
63,16
64,14
64,7
65,1
65,9
66,18
66,18
67,18
67,6
67,6
68,16
68,3
68,6
69,2
70,17
71,10
71,10
71,6
72,10
72,13
73,20
73,11
73,5
74,3
74,18
74,12
75,7
75,9
75,12
76,6
76,19
77,11
77,12
77,9
78,13
79,18
79,20
79,12
80,3
80,11
80,16
81,1
81,11
82,18
82,7
83,9
83,19
84,9
85,2
86,11
86,15
87,15
88,18
89,18
89,19
89,14
90,14
90,14
90,15
91,12
91,11
92,3
93,13
93,9
94,6
95,17
95,17
95,16
96,17
96,9
97,16
97,3
98,7
98,12
99,17
99,2
100,20
100,10
101,15
102,15
102,12
103,7
103,2
103,5
104,15
104,18
105,10
105,12
106,17
106,3
107,6
108,16
108,9
108,9
109,8
109,14
109,9
110,7
111,8
111,6
112,10
112,11
112,13
113,15
113,2
114,1
114,9
115,11
116,12
116,15
116,11
117,17
117,11
118,13
118,9
118,9
119,19
119,16
120,8
120,5
120,17
121,15
121,10
121,7
122,15
122,13
123,2
123,7
123,2
124,9
124,19
124,6
125,12
